code,code_value,code_desc,lkup_code,lkup_value,lkup_desc
CLM_LN_MSG_CD,D7Y,Ma 50% Therapy Np Inn,,,
CLM_LN_MSG_CD,M42,BP Need Facility Name,,,
CLM_LN_MSG_CD,T84,CTV PCA related svs not rec'd,,,
CLM_LN_MSG_CD,74,PPO-DISCOUNT,,,
CLM_LN_MSG_CD,0C88,MA-APC Max # of units for this service exceeded,,,
CLM_LN_MSG_CD,506,ACCEPTED IN FULL,,,
CLM_LN_MSG_CD,M1OI,Charges are covered under a capitation agreement/m,,,
CLM_LN_MSG_CD,002F,Dental-Not Covered Sealant for tooth,,,
CLM_LN_MSG_CD,5441,Confinement rate payment line denied for the Inpat,,,
CLM_LN_MSG_CD,D947,REJ-MULTIPLE MEDICAL VISITS ON THE SAME DAY SAME,,,
CLM_LN_MSG_CD,B435,REJ-NR-PROCEDURE CODE DEFINED AS UNILATERAL/BILATE,,,
CLM_LN_MSG_CD,B853,REJECT-$ AMOUNT ABOVE MAXIMUM ALLOWABLE CHARGE.  M,,,
CLM_LN_MSG_CD,DXN,Fx Care Par,,,
CLM_LN_MSG_CD,DDA,Mcm Cob/Cob Writeoff,,,
CLM_LN_MSG_CD,LO),Plan # Speech Therapy Visits,,,
CLM_LN_MSG_CD,3NAK,MA-APC Incorrect Proc Code,,,
CLM_LN_MSG_CD,A060,REJ-THIS SERVICE FORWARDED TO MHNET FOR PROCESSING,,,
CLM_LN_MSG_CD,V04,N/A,,,
CLM_LN_MSG_CD,87SN,Dental-UM-Implant NC,,,
CLM_LN_MSG_CD,0CRF,MA-APC Device dep px reported w/o device code,,,
CLM_LN_MSG_CD,A47D,PD Medicare Allowable Rate,,,
CLM_LN_MSG_CD,C4,AMT PD BY PRIMARY CARRIER,,,
CLM_LN_MSG_CD,D163,REJ-NR-REVENUE CODE DOES NOT MATCH BILL TYPE BILL,,,
CLM_LN_MSG_CD,W16,BILATERAL PAR,,,
CLM_LN_MSG_CD,X84,DCOT OT MAX,,,
CLM_LN_MSG_CD,MFZ,Ded Credit Incorrect,,,
CLM_LN_MSG_CD,V28,N/A,,,
CLM_LN_MSG_CD,DHA,INCIDENTAL HISTORICAL,,,
CLM_LN_MSG_CD,0G5A,MA-Alternate Rating Sys,,,
CLM_LN_MSG_CD,A096,COPAY 2,,,
CLM_LN_MSG_CD,A950,PND-INVESTIGATION OF OTHER INSURANCE COVERAGE,,,
CLM_LN_MSG_CD,PCM,Fcr Fd (oon) Alt,,,
CLM_LN_MSG_CD,A369,REJ-$ ABOVE STOP LOSS,,,
CLM_LN_MSG_CD,CJ0Y,IVL Request Dental-Anesthesia-Add Info Needed,,,
CLM_LN_MSG_CD,DUK,Ma-Apc Allow Proc Code Missing,,,
CLM_LN_MSG_CD,E643,RECV:ORS - DUPLICATE CLAIM,,,
CLM_LN_MSG_CD,D007,REJ-NR-COMPONENT OF CRITICAL CARE SERVICE,,,
CLM_LN_MSG_CD,D227, APP-OVERTURN PREVIOUS HIGH DOLLAR EDIT,,,
CLM_LN_MSG_CD,D761,REJ-PRIMARY CARRIER ALLOWED AMOUNT NOT SUBMITTED O,,,
CLM_LN_MSG_CD,CL1U,REJECT - SUB-CLIENT ID ERROR,,,
CLM_LN_MSG_CD,9597,Foot Orthotics - Not Covered,,,
CLM_LN_MSG_CD,50CL,MA-Additional payment on late charges,,,
CLM_LN_MSG_CD,145,ADDL BEN UNDER SUPPL,,,
CLM_LN_MSG_CD,D314,REJ-ADJUSTMENT REPRESENTS A PREFERRED MEDICAL CLAI,,,
CLM_LN_MSG_CD,NJK,NJ Claims Under 1k,,,
CLM_LN_MSG_CD,C382,REJ-PAID AT QUALCARE PPO RATE,,,
CLM_LN_MSG_CD,PK7,Hist Copay Cost Share,,,
CLM_LN_MSG_CD,N6,CAL YR MAX ATTAINED,,,
CLM_LN_MSG_CD,A106,COPAY 4,,,
CLM_LN_MSG_CD,PW7,Medicare Qmb Deductible,,,
CLM_LN_MSG_CD,A367,REJ-$ ABOVE STOP LOSS,,,
CLM_LN_MSG_CD,D218,REJ-NR-CONVENIENCE ITEM-DOES NOT MEET DEFINITION O,,,
CLM_LN_MSG_CD,FE2,FEHBP Incorrect Address on file,,,
CLM_LN_MSG_CD,O07,NOIS NP AUTH,,,
CLM_LN_MSG_CD,D555,REJ-CR-INCLUDED IN THE PAYMENT OF OTHER SERVICES O,,,
CLM_LN_MSG_CD,EA5,Ambulance - Distance Code Must be > 0,,,
CLM_LN_MSG_CD,E97,Missing HCPC Code for Bill Type,,,
CLM_LN_MSG_CD,F148,GENL:INCORRECT BILLING AREA SELECTED,,,
CLM_LN_MSG_CD,N95,EL PASO LIFESTYLE REIMB (EL PASO COUNTY),,,
CLM_LN_MSG_CD,A535,ADJ-PAY ABOVE BILLED CHARGES OR FEE SCHED,,,
CLM_LN_MSG_CD,OO1,OON pd at 330% MCR allowed,,,
CLM_LN_MSG_CD,TXC,TXC-TRS  Control Surprise Bill,,,
CLM_LN_MSG_CD,A045,ANESTHESIOLOGIST HAS BEEN PAID IN FULL FOR THESE S,,,
CLM_LN_MSG_CD,PUW,Recalcs (infertility Fee Sched,,,
CLM_LN_MSG_CD,D2W,Authnp Hiaa80 Fl Si Info,,,
CLM_LN_MSG_CD,N74,BH DNL SEND TO VALUEOPT,,,
CLM_LN_MSG_CD,C920,REJ-BOX 32 ZIP CODE MISSING OR INVALID,,,
CLM_LN_MSG_CD,D433,CLAIM ADJUSTED AND ADDITIONAL PAYMENT MADE AS A RE,,,
CLM_LN_MSG_CD,M7ML,(Short Term Medical):Charges for herbal or homeopa,,,
CLM_LN_MSG_CD,B19,REQUEST DIAGNOSTICS,,,
CLM_LN_MSG_CD,9FRC,MA-Insufficient Information Member-Par,,,
CLM_LN_MSG_CD,A80,NOT COVERED - RE EVALUATION INCL IN FEE,,,
CLM_LN_MSG_CD,06SB,MA-Orthopedic Shoes-Not Covered,,,
CLM_LN_MSG_CD,C28,ICD 10 PRINC PROC CD INVALID,,,
CLM_LN_MSG_CD,C044,DEDUCTIBLE APPLIED--YOU WILL BE NOTIFIED BY MO FIR,,,
CLM_LN_MSG_CD,E302,DATA:BILLED CHARGES ENTERED INCORRECTLY OR OMITTED,,,
CLM_LN_MSG_CD,N96,CANCER TX CTR AMER NEG RATE,,,
CLM_LN_MSG_CD,XOIW,HRP Prov Bill Incorrectly,,,
CLM_LN_MSG_CD,E445,MCRN:NURSE CONSULTANT REVIEW/DENIED,,,
CLM_LN_MSG_CD,T30,Unasg'd Mdcr prov amt,,,
CLM_LN_MSG_CD,W49,RAPS R&C REDUCTION,,,
CLM_LN_MSG_CD,4EWY,IVL-FED36 FAC Nap FCR,,,
CLM_LN_MSG_CD,AN,SEE MC/OP MANUAL/MODIFIER,,,
CLM_LN_MSG_CD,D1U,Custom Incidental Np Oon,,,
CLM_LN_MSG_CD,DUA,Paymt Den/Lack of Info For UR,,,
CLM_LN_MSG_CD,F031,GENL:BENEFIT OVERRIDE FOR MEDICAL NECESSITY,,,
CLM_LN_MSG_CD,C106,REJ-ROANOKE ORTHO LIABILITY WAIVER ON FILE ASST S,,,
CLM_LN_MSG_CD,C889,REJ-NR-DENIED BASED ON CMS COVERAGE RULES,,,
CLM_LN_MSG_CD,MFV,Gene Therapy Not Covered,,,
CLM_LN_MSG_CD,0AEJ,Pend-Abortion Med Rec/Police Report,,,
CLM_LN_MSG_CD,0E3Y,MA-Cologuard Test Add'l Repeat Not Authorized,,,
CLM_LN_MSG_CD,B444,APP-MR-PAYMENT MADE AS A RESULT OF MEDICAL PAYMENT,,,
CLM_LN_MSG_CD,DAZ,No Surg Proc Match Npoon,,,
CLM_LN_MSG_CD,XDV6,Claim is ineligible due to separate agreement with,,,
CLM_LN_MSG_CD,04J2,MA-CXT ASA by Non Anesthesia Provider Par,,,
CLM_LN_MSG_CD,A631,REJ-MEDICARE PCIP BONUS PAYMENT PROVIDER PERFORMAN,,,
CLM_LN_MSG_CD,D030,APP-NR-INFORMATION ONLY ADJUDICATE THE CLAIM,,,
CLM_LN_MSG_CD,S92,SIU Req history/records NP,,,
CLM_LN_MSG_CD,J12,PREMIER HEALTHCARE RATE ADJ,,,
CLM_LN_MSG_CD,NJF,NJ Self-Insured Plans,,,
CLM_LN_MSG_CD,AJTQ,MA Dental-Itemized Bill,,,
CLM_LN_MSG_CD,D263,REJ-G0379 ONLY ALLOWED WITH G0378,,,
CLM_LN_MSG_CD,AK3,No precert prior to travel,,,
CLM_LN_MSG_CD,E51,Non-Compliance With Authorization,,,
CLM_LN_MSG_CD,M7ZY,A second surgical opinion was not obtained as requ,,,
CLM_LN_MSG_CD,NYR,NY SB SNGL TIER 22 I/O,,,
CLM_LN_MSG_CD,A510,REJ-PLEASE PROVIDE MEDICAL INFORMATION FOR RECONSI,,,
CLM_LN_MSG_CD,C202,PEND-PSA OMAHA PRICING REQUIRED,,,
CLM_LN_MSG_CD,C914,REJ-RESUBMIT WITH SPECIFIC DESCRIPTION/PROCEDURE,,,
CLM_LN_MSG_CD,DXF,Mult Units Denied Oon,,,
CLM_LN_MSG_CD,B04,Addt'l info needed.  Need dental x-rays,,,
CLM_LN_MSG_CD,C304,REJ-NO MEDICARE FEE. MANUAL CALCULATION APPLIED,,,
CLM_LN_MSG_CD,DXO,Fx Care Np Oon,,,
CLM_LN_MSG_CD,E380,UMGT:REFERRAL INFORMATION INCORRECT,,,
CLM_LN_MSG_CD,N52,MED NEC DOSG/FREQ NP IN INN,,,
CLM_LN_MSG_CD,631,ACT-NO PREDETERM,,,
CLM_LN_MSG_CD,D563,REJ-CR-MUTUALLY EXCLUSIVE CODE PAIRS,,,
CLM_LN_MSG_CD,D638,INCORRECT PROVIDER SELECTED ON ORIGINAL CLAIM COR,,,
CLM_LN_MSG_CD,MG20,The patient is not listed as an eligible dependent,,,
CLM_LN_MSG_CD,PJP,Oon Paid At 225% Rbrvs,,,
CLM_LN_MSG_CD,M858,(NCMS) Based on the information received these se,,,
CLM_LN_MSG_CD,PPX,PYMT AT 125% OF MDCR,,,
CLM_LN_MSG_CD,O17,AMT $ PD BY DENTAL,,,
CLM_LN_MSG_CD,PW¬,Reserved,,,
CLM_LN_MSG_CD,DTD,Not Treatment Not Covr,,,
CLM_LN_MSG_CD,MFBO,REIMBURSEMENT FOR ADMINISTRATIVE FEES ONLY.,,,
CLM_LN_MSG_CD,PJR,Oon Paid At 240% Rbrvs,,,
CLM_LN_MSG_CD,Z615,BRG-Incorrect Type of Bill HCC,,,
CLM_LN_MSG_CD,E341,PROV:EOB RECEIVED FROM PRIMARY CARRIER,,,
CLM_LN_MSG_CD,MDQX,These charges will be considered by the medical pl,,,
CLM_LN_MSG_CD,CB,PROCEDURE REQ REFERRAL 03,,,
CLM_LN_MSG_CD,A021,REJECT-NOT COV CONV,,,
CLM_LN_MSG_CD,C40,Deny Paid by HMO Rider,,,
CLM_LN_MSG_CD,C902,REJ-DME SUPPLIER NUMBER NOT SUBMITTED,,,
CLM_LN_MSG_CD,C922,REJ- PLEASE RESUBMIT WITH APPROPRIATE CPT SEDATION,,,
CLM_LN_MSG_CD,E676,RECV:HDS - DUPLICATE CLAIM,,,
CLM_LN_MSG_CD,FEB,Fed NSA Reconsideration,,,
CLM_LN_MSG_CD,PZ1,PHO APPROVED,,,
CLM_LN_MSG_CD,D775,TRPN APPROVED PROVIDER PARTICIPATES IN TRPN NETWO,,,
CLM_LN_MSG_CD,E514,CONTRACTING OR PROVIDER MAINTENANCE,,,
CLM_LN_MSG_CD,M3WZ,The procedure is not appropriate in the Place of S,,,
CLM_LN_MSG_CD,N14,DEFAULT FEE REIMB,,,
CLM_LN_MSG_CD,RUF4,MA-Transitional Concurrent Care NP,,,
CLM_LN_MSG_CD,P82,Health Management Center Payment Agreement,,,
CLM_LN_MSG_CD,B900,DISCOUNT TAKEN THROUGH AMERICAN PPO 1-800-499-9708,,,
CLM_LN_MSG_CD,DJ57,PRICE CLM AT APPL LVL OF CARE AFT EXCEED THRSHLD,,,
CLM_LN_MSG_CD,D+V,Reserved,,,
CLM_LN_MSG_CD,MAZZ,Benefits are not available for this procedure base,,,
CLM_LN_MSG_CD,D829,SAVINGS THROUGH MULTIPLAN INC,,,
CLM_LN_MSG_CD,E795,DATA:TYPE OF SERVICE ENTERED INCORRECTLY OR OMITTE,,,
CLM_LN_MSG_CD,620Y,IVL Request Dental-Xrayschartingtreatment plan,,,
CLM_LN_MSG_CD,B48,N/A,,,
CLM_LN_MSG_CD,E499,VEND:NO SERVICES RENDERED - PROVIDER BILLING ERROR,,,
CLM_LN_MSG_CD,E565,RECV: AIM - BILLING,,,
CLM_LN_MSG_CD,411,NOT RESPONSIBLE FOR THIS AMOUNT,,,
CLM_LN_MSG_CD,C651,REJ-INCORRECT/INVALID BILLING ADDRESS RESUBMIT W/,,,
CLM_LN_MSG_CD,161,MM OUTPATIENT RX NC,,,
CLM_LN_MSG_CD,4493,Appeal denied,,,
CLM_LN_MSG_CD,K25,Mult Therapy PAR,,,
CLM_LN_MSG_CD,05BN,MA-CXT Molecular Pathology Not Cov Non Par,,,
CLM_LN_MSG_CD,ASZV,IVL-Request-APC Observation Rev Code,,,
CLM_LN_MSG_CD,C502,QUALCARE PPO CONTRACT:ANCILLARY CHARGES ARE INCLUD,,,
CLM_LN_MSG_CD,394,SUN-DENTAL PLAN (SUN CO. USE ONLY),,,
CLM_LN_MSG_CD,K18,AGB SANCTIONED COUNTRY NC,,,
CLM_LN_MSG_CD,071U,SIU Use-Non Covered Service,,,
CLM_LN_MSG_CD,MCHN,Charges ineligible due to settlement or other part,,,
CLM_LN_MSG_CD,QPMG,Services were rendered by a provider who is not pa,,,
CLM_LN_MSG_CD,RBBH,MA-Requested Info Not Received,,,
CLM_LN_MSG_CD,A27,Experimental NC,,,
CLM_LN_MSG_CD,6285,Quality adjustment factor applied,,,
CLM_LN_MSG_CD,U56,CLMCHK DENIAL- DUP PREF,,,
CLM_LN_MSG_CD,A093,REJECTED - COVERED BY ALTERNATE INS.,,,
CLM_LN_MSG_CD,B097,REJ-BILL DIRECTLY TO BROWNE-MCHARDY,,,
CLM_LN_MSG_CD,B381,REJ-NR-HCPCS RECODED BASED ON AGE,,,
CLM_LN_MSG_CD,D254,REJ-INCORRECT BILLING OF REVENUE CODE WITH HCPCS C,,,
CLM_LN_MSG_CD,B870,REJ-NR-PLACE OF SERVICE IS INAPPROPRIATE FOR PROCE,,,
CLM_LN_MSG_CD,Y48,AUTH NP HIAA50 NJ EOB,,,
CLM_LN_MSG_CD,E823,DATA:NO REFERRAL SELECTED,,,
CLM_LN_MSG_CD,886,THIRD PARTY VENDOR,,,
CLM_LN_MSG_CD,C09,NDC CODE INVALID,,,
CLM_LN_MSG_CD,IM9,Non Par Denial D4355 w/other services,,,
CLM_LN_MSG_CD,A525,APPROVED - AMOUNT PER NEGOTIATED RECOVERY RATE,,,
CLM_LN_MSG_CD,C676,DEACTIVATED APC PROJECT 2,,,
CLM_LN_MSG_CD,E8WC,REPRICED RE-EVALUATION (MANUAL) Claim Level,,,
CLM_LN_MSG_CD,E813,PROV:INTERIM BILL READJUDICATION,,,
CLM_LN_MSG_CD,PD1,Paid Per Dental Fee List,,,
CLM_LN_MSG_CD,A616,REJ-PLEASE RESUBMIT CLAIM WITH FACILITY'S PROOF OF,,,
CLM_LN_MSG_CD,A146,REJ-NOT A COVERED BENEFIT. SMOKING CESSATION IS ON,,,
CLM_LN_MSG_CD,DV8,Ma-Apc Opps Proc Missing,,,
CLM_LN_MSG_CD,0AM1,Pend-Dental Start & End Dates,,,
CLM_LN_MSG_CD,DSG,Asc Denial,,,
CLM_LN_MSG_CD,08SE,Pend-APC Invalid Diagnosis,,,
CLM_LN_MSG_CD,A415,REJ-REIMBURSEMENT INCLUDED IN ALLOWANCE FOR OTHER,,,
CLM_LN_MSG_CD,C658,REJ-SERVICES PROVIDED PRIOR TO FDA APPROVAL,,,
CLM_LN_MSG_CD,DCM,MEMB. RESP. CHG <$2400,,,
CLM_LN_MSG_CD,DPP,ICD9 PROC CODE REQUIRED,,,
CLM_LN_MSG_CD,B575,REJ-HCR-COSMETIC SERVICE NOT COVERED,,,
CLM_LN_MSG_CD,C880,REJ-NR-INCIDENTAL TO SERVICES - REIMBURSEMENT INCL,,,
CLM_LN_MSG_CD,R55,FEHBP Included in other services,,,
CLM_LN_MSG_CD,PKL,Sccu Long Term Loa,,,
CLM_LN_MSG_CD,038F,Request-More Specific Revenue Code,,,
CLM_LN_MSG_CD,507,ACCEPTED IN FULL,,,
CLM_LN_MSG_CD,G36,Dupe Prof Fee,,,
CLM_LN_MSG_CD,A137,REJ-PREVIOUS VENDOR COMMISSION / RECOVERY FEE,,,
CLM_LN_MSG_CD,C368,REJ-RESUBMIT WITH CORRECT ADA CODE,,,
CLM_LN_MSG_CD,DAS,MAX # SERV FOR PROC,,,
CLM_LN_MSG_CD,M0W9,This claim has been reviewed with proprietary char,,,
CLM_LN_MSG_CD,E945,RECV: PRIMAX-WORK COMP,,,
CLM_LN_MSG_CD,007,ENROLL NEWBORN DEP,,,
CLM_LN_MSG_CD,RYNN,This claim cannot be finalized due to a lack of pr,,,
CLM_LN_MSG_CD,A381,REJ-REQ INFO NOT RECVD FROM PROVIDER,,,
CLM_LN_MSG_CD,A61,ADJUSTMENT - FOR TOTAL CASE FEE,,,
CLM_LN_MSG_CD,C133,APP-LIMITING CHARGE,,,
CLM_LN_MSG_CD,D91,Insufficient Information Per Clin Rev,,,
CLM_LN_MSG_CD,E092,REJ-TECH EXPERIMENTAL/INVESTIGATIONAL,,,
CLM_LN_MSG_CD,OO2,OON paid at 330% RBRVS,,,
CLM_LN_MSG_CD,MHFS,Co-insurance met: benefits limited to policy speci,,,
CLM_LN_MSG_CD,283,OVERSIZED LENS NC,,,
CLM_LN_MSG_CD,DN¬,Req Info Untimely - Prov,,,
CLM_LN_MSG_CD,E666,RECV:HDS - BILLING,,,
CLM_LN_MSG_CD,0DSE,MA-Travel Insurance,,,
CLM_LN_MSG_CD,N71,BP TX -FUTURE RECORD NOTIFIC (BP CORPORATION NORTH,,,
CLM_LN_MSG_CD,K52,N/C Separately NP INN,,,
CLM_LN_MSG_CD,MABC,MA AMB COST SHARE,,,
CLM_LN_MSG_CD,AHA,ADJ PROC INCIDNTL/INCLD,,,
CLM_LN_MSG_CD,DER,Non-Emergency AHPSNE Doesn't Meet ER Criteria,,,
CLM_LN_MSG_CD,172,NO EAP-REDUCED COINS,,,
CLM_LN_MSG_CD,B242,REJ-PLEASE SUBMIT TO MHN MENTAL HEALTH NETWORK VEN,,,
CLM_LN_MSG_CD,A604,REJ-MEDICAL NECESSITY NOT ESTABLISHED MEMBER LIAB,,,
CLM_LN_MSG_CD,B103,REJ-FEE NEGOTIATED BY NCN MEMBER NOT RESPONSIBLE,,,
CLM_LN_MSG_CD,M0QS,According to our records <<OI.NAME.178>> is the pr,,,
CLM_LN_MSG_CD,MX7,Address Missing,,,
CLM_LN_MSG_CD,A051,REJ-ERRONEOUS BILLING RESUBMIT USING CORRECT TAX I,,,
CLM_LN_MSG_CD,B883,REJ-$ AMOUNT ABOVE OUT-OF-NETWORK RATES.  MEMBER R,,,
CLM_LN_MSG_CD,FRNA,IVL - VA NSA FAC,,,
CLM_LN_MSG_CD,S02,SIU MASSAGE THERAPY NC (SIU Only),,,
CLM_LN_MSG_CD,E482,TEAM:NEGATIVE DOLLARS APPROVED IN ERROR,,,
CLM_LN_MSG_CD,E530,GREV:CLAIM DECISION UPHELD ON APPEAL,,,
CLM_LN_MSG_CD,E846,GENL:CLAIM FINAL STATUS INCORRECT,,,
CLM_LN_MSG_CD,C644,REJ-MPHD-SERVICE LACKS CRITERIA FOR PAYMENT. PROVI,,,
CLM_LN_MSG_CD,J77,PTH-TRMS & COND NOT MET,,,
CLM_LN_MSG_CD,M66P,Preventative medicine vitamins or injections are,,,
CLM_LN_MSG_CD,05A9,MA-APC Mutually Exclusive,,,
CLM_LN_MSG_CD,F025,RECV: DUN AND BRADSTREET - OPEN PAYABLE COLLECTION,,,
CLM_LN_MSG_CD,G24,OON Paid 150% MCR Allowed,,,
CLM_LN_MSG_CD,84,ALLOW 25% OF SURGEON'S ALLOWED,,,
CLM_LN_MSG_CD,DM2,DME Not Covered,,,
CLM_LN_MSG_CD,A508,REJ-PLEASE PROVIDE MEDICAL INFORMATION FOR RECONSI,,,
CLM_LN_MSG_CD,O58,SEND CLM TO UNIVERSAL - Major League Baseball Play,,,
CLM_LN_MSG_CD,0EZR,CXT - DME Maintenance Not Covered Par,,,
CLM_LN_MSG_CD,UEFE,IVL-Request-Mother's Bill,,,
CLM_LN_MSG_CD,5EN2,Clam transf to proper payer for processing,,,
CLM_LN_MSG_CD,C800,REJ-MR-CCI INCIDENTAL EDIT - REIMBURSEMENT INCLUDE,,,
CLM_LN_MSG_CD,DYJ,Reserved,,,
CLM_LN_MSG_CD,H62,HCR DX REMARK,,,
CLM_LN_MSG_CD,B922,REJ-BILL DIRECTLY TO MEDSOLUTIONS-CLAIMS DEPT MED,,,
CLM_LN_MSG_CD,A343,REJ-REDIRECT TO SMITHKLINE,,,
CLM_LN_MSG_CD,D395,REJ-MG-UNITS PER DAY EXCEEDS AMOUNT ALLOWABLE,,,
CLM_LN_MSG_CD,F40,COSMETIC EXP NC (SIU),,,
CLM_LN_MSG_CD,N48,GE ORTHO PROGRAM RATE (GE),,,
CLM_LN_MSG_CD,D61,Insufficient Information Received,,,
CLM_LN_MSG_CD,4195,Member responsibility calculated based on Consider,,,
CLM_LN_MSG_CD,C936,REJ-BLOOD TRANSFUSION OR EXCHANGE WITHOUT SPECIFIC,,,
CLM_LN_MSG_CD,D036,REJ-NR-YOUR REQUEST HAS BEEN REVIEWED AND THE DENI,,,
CLM_LN_MSG_CD,D0Z,Member Age / Gender Or Dosage,,,
CLM_LN_MSG_CD,662,EXP EXCEED/PREVAILING,,,
CLM_LN_MSG_CD,D45,Exceeds Maximum Allowance,,,
CLM_LN_MSG_CD,T94,CTV PCA dx/age mismatch,,,
CLM_LN_MSG_CD,Y791,Charges are ineligible based on the Navitus Specia,,,
CLM_LN_MSG_CD,DK4,YRLY COST SHARE DNL,,,
CLM_LN_MSG_CD,PN-,Reserved,,,
CLM_LN_MSG_CD,LUD,AHF PAID ACCUMULATION,,,
CLM_LN_MSG_CD,C663,PEND-AGE RELATED EDIT,,,
CLM_LN_MSG_CD,DNX,Req Updated Modifiers,,,
CLM_LN_MSG_CD,W2,NO PREDETERM,,,
CLM_LN_MSG_CD,W68,CCR DECISION,,,
CLM_LN_MSG_CD,C518,QUALCARE CONTRACT:SUBMIT INVOICE FOR BILLABLE REV,,,
CLM_LN_MSG_CD,D2C0,Dental-Incidental Service NP,,,
CLM_LN_MSG_CD,D603,REJ-CR-SURGEON MODIFIER CHANGED-CPT CODE DENIED,,,
CLM_LN_MSG_CD,KNKR,Dental-Lifetime Max Met,,,
CLM_LN_MSG_CD,S97,SIU Exper/Investig Pre-Pay,,,
CLM_LN_MSG_CD,A656,APP-HOME HEALTH OUTLIER AMOUNT,,,
CLM_LN_MSG_CD,B366,NR-NEW ENCOUNTER E/M NOT APPROPRIATE-CODE REPLACED,,,
CLM_LN_MSG_CD,B398,REJ-MR-EXPERIMENTAL/INVESTIGATIONAL SERVICES ARE N,,,
CLM_LN_MSG_CD,HH5,CA Wildfire Lib Applied,,,
CLM_LN_MSG_CD,D901,REJ-INVALID ADMIT AGE,,,
CLM_LN_MSG_CD,MV1,Penske Aexcel Incentive,,,
CLM_LN_MSG_CD,0B5V,Private Room Not Members Choice,,,
CLM_LN_MSG_CD,235,PHYS EYE EXAM/BC IM NC(FEHBA/RETFE ONLY),,,
CLM_LN_MSG_CD,552,EXP EXC RECOG CHG,,,
CLM_LN_MSG_CD,T85,CTV PCA proc dx mismatch,,,
CLM_LN_MSG_CD,470,EXP PREV CONSIDERED,,,
CLM_LN_MSG_CD,472,INSURED NY SURCHG(9/92),,,
CLM_LN_MSG_CD,91,COINS MET,,,
CLM_LN_MSG_CD,C054,APPROVED-SERVICES PAID AT THE COORDINATED CARE LEV,,,
CLM_LN_MSG_CD,Y45,AUTH NP 125%MCARE NJ EOB,,,
CLM_LN_MSG_CD,B071,REJ-HCR-PROVIDER INELIGIBLE FOR REIMBURSEMENT. MEM,,,
CLM_LN_MSG_CD,E004,REJ-MULTIPLE BILATERAL PROCEDURES WITHOUT MODIFIER,,,
CLM_LN_MSG_CD,M59E,The billed service is not included in the out-of-n,,,
CLM_LN_MSG_CD,B534,REJ-SI-SERVICE NOT COVERED BY MEDICAID,,,
CLM_LN_MSG_CD,PMG,PAYMENT MADE BY CPMG IN ERROR,,,
CLM_LN_MSG_CD,A970,APPROVED - DEDUCTIBLE DOLLARS NOT PAID BY YOUR PRI,,,
CLM_LN_MSG_CD,B192,REJ-SI-INCORRECT PROVIDER BILLED,,,
CLM_LN_MSG_CD,M8ON,We're sorry but we are unable to reimburse this e,,,
CLM_LN_MSG_CD,W61,RESUBMIT REV CD,,,
CLM_LN_MSG_CD,MCR7,Provider discount through <<NS7.NETWORK>>/Global C,,,
CLM_LN_MSG_CD,A212,REJ-SERVICES NOT AUTHORIZED BY APS ARE NOT COVERED,,,
CLM_LN_MSG_CD,OR6,Delivery during Pandemic,,,
CLM_LN_MSG_CD,Q91,FL ER AUTH,,,
CLM_LN_MSG_CD,DDI,Gender/Proc Cd Conflict,,,
CLM_LN_MSG_CD,M4IK,Charges ineligible based on the routine service pr,,,
CLM_LN_MSG_CD,0A5F,HCR Repair/Maintenance-Not Covered,,,
CLM_LN_MSG_CD,A370,REJ- MODIFIER REDUCTION APPLIED,,,
CLM_LN_MSG_CD,E269,DATA:UB SCREEN INFO ENTERED INCORRECTLY OR OMITTED,,,
CLM_LN_MSG_CD,MACA,(Tribal) Medicaid is the primary insurance carrier,,,
CLM_LN_MSG_CD,B091,REJ-$ABOVE PER VISIT FEE,,,
CLM_LN_MSG_CD,P3T,Fl Er Ref Np 239% Nj Eob,,,
CLM_LN_MSG_CD,PK1,COST SHARE MANDATE PAY,,,
CLM_LN_MSG_CD,0MC4,Denial ONET Claim,,,
CLM_LN_MSG_CD,G2,COSMETIC EXP NC,,,
CLM_LN_MSG_CD,A651,REJ-INJURIES/ILLNESS ARISING OUT OF OCCUPATION OR,,,
CLM_LN_MSG_CD,A166,APP-INTEREST APPROVED FOR PAYMENT,,,
CLM_LN_MSG_CD,E881,NETW:CORRECT HPMW 2001 WITHHOLD,,,
CLM_LN_MSG_CD,213,80% BASC 20% COINS PYMT,,,
CLM_LN_MSG_CD,F068,DUPL:CLAIM DENIED AS DUPLICATE IN ERROR,,,
CLM_LN_MSG_CD,A010,APP-CONV WITHHOLD,,,
CLM_LN_MSG_CD,RA4,INFE NY NP ER,,,
CLM_LN_MSG_CD,PFF,Msp Prov Clm,,,
CLM_LN_MSG_CD,B54,N/A,,,
CLM_LN_MSG_CD,3U91,MA - Clinical Trial - Q0 modifyer billed,,,
CLM_LN_MSG_CD,8LU0,IFP-NJSB Fac Info,,,
CLM_LN_MSG_CD,D102,REJ-DONOR RELATED SERVICES ARE PROCESSED UNDER REC,,,
CLM_LN_MSG_CD,D6Q,Par Ip Late Notice Deny,,,
CLM_LN_MSG_CD,MDO3,Charges do not meet the guidelines for the frequen,,,
CLM_LN_MSG_CD,899,NAP LAB,,,
CLM_LN_MSG_CD,D4,HEARING AID NC,,,
CLM_LN_MSG_CD,M09D,Paid according to the negotiated arrangement with,,,
CLM_LN_MSG_CD,0HW9,Non Par Balance Bill Paid in Full,,,
CLM_LN_MSG_CD,4951,Claim was replaced,,,
CLM_LN_MSG_CD,BQFB,CXT-UNLISTED PROC REFER TO EPOLICIES,,,
